variant,runs,mean_best_wsmse,std_best_wsmse,min_best_wsmse,max_best_wsmse,mean_runtime_sec
femeif_all,2,206.72859118970234,20.474839084249933,192.25069362952587,221.20648874987884,0.2613340500392951
femeif_light,2,216.5767630928635,34.40225735428208,192.25069362952587,240.90283255620113,0.07695920002879575
wbeif,2,219.78278736603164,38.93626036269382,192.25069362952587,247.31488110253744,0.029242999968118966
