generation,best_wsmse,mean_wsmse,best_f_wsmse
0.0,246.27584240029785,562.4621327106998,0.004060487582759301
1.0,246.27584240029785,443.51049929952734,0.004060487582759301
2.0,246.27584240029785,367.3208359218662,0.004060487582759301
3.0,243.40298954818363,326.71881844594054,0.004108412973300961
4.0,238.19766482820197,330.1060924876636,0.004198193969370931
5.0,238.19766482820197,327.86194694600806,0.004198193969370931
