generation,best_wsmse,mean_wsmse,best_f_wsmse
0.0,259.7126051173725,641.5796328580051,0.003850409954295687
1.0,259.7126051173725,462.3222798468326,0.003850409954295687
2.0,259.7126051173725,445.8043040861419,0.003850409954295687
3.0,259.7126051173725,412.9526575712993,0.003850409954295687
