generation,best_wsmse,mean_wsmse,best_f_wsmse
0.0,246.27584240029785,562.4621327106998,0.004060487582759301
1.0,246.27584240029785,384.9779081229116,0.004060487582759301
2.0,246.27584240029785,341.40668486063976,0.004060487582759301
3.0,237.37556834563026,306.6013034751428,0.004212733462712336
4.0,170.2954670936745,278.80555601607233,0.0058721469048258566
5.0,170.2954670936745,252.35243546506473,0.0058721469048258566
